,description,subtasks
259,"<Architect> Go to the top right edge of the grid and place 2 yellow blocks on top of each other.
<Architect> Facing north, go to the top left edge and stack 2 red blocks.
<Architect> Build a purple block at the left most corner.
<Builder> It said build 1 purple block. I assume they meant 2 blocks like the other one, but I followed the instructions exactly ""build a purple block at the left most corner""
<Architect> Actually have to build 4 blocks at each corner to get the shape. Here stated a step by step instructions.
<Architect> Facing South, stack 2 green blocks at the top left edge of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Place a block on both sides of the bottom green block.
<Architect> Place a red block on both sides of the bottom red block.
<Architect> Place a purple block on both sides of the bottom purple block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 10, 10], [1, 1, 2], 'skyeast', 'green' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 9, 10], [1, 1, 1], 'skyeast', 'green' && [0, 10, 9], [1, 1, 1], 'skyeast', 'green' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [0, 0, 9], [1, 1, 1], 'skyeast', 'purple' && [0, 1, 10], [1, 1, 1], 'skyeast', 'purple'"
260,"<Architect> Facing north, stack 2 yellow blocks on the top right edge of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow'"
261,<Architect> In the top left corner build a column of two red blocks.,"[0, 5, 5], [1, 1, 2], 'skyeast', 'red'"
262,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red'"
263,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'yellow'"
264,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow'"
265,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow'"
266,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.
<Architect> Facing the East, put on green square in the top right corner.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 10], [1, 1, 1], 'skyeast', 'green'"
267,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.
<Architect> Facing the East, put on green square in the top right corner.
<Architect> Facing south, stack 2 purple blocks at the top right edge of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 10], [1, 1, 1], 'skyeast', 'green' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple'"
268,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.
<Architect> Facing the East, put on green square in the top right corner.
<Architect> Facing south, stack 2 purple blocks at the top right edge of the grid.
<Architect> Place one green block on top of the current green block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 10], [1, 1, 1], 'skyeast', 'green' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [1, 10, 10], [1, 1, 1], 'skyeast', 'green'"
269,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.
<Architect> Facing the East, put on green square in the top right corner.
<Architect> Facing south, stack 2 purple blocks at the top right edge of the grid.
<Architect> Place one green block on top of the current green block.
<Architect> Facing south, place a green block on both sides of the bottom green block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 10], [1, 1, 1], 'skyeast', 'green' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [1, 10, 10], [1, 1, 1], 'skyeast', 'green' && [0, 9, 10], [1, 1, 1], 'skyeast', 'green' && [0, 10, 9], [1, 1, 1], 'skyeast', 'green'"
270,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.
<Architect> Facing the East, put on green square in the top right corner.
<Architect> Facing south, stack 2 purple blocks at the top right edge of the grid.
<Architect> Place one green block on top of the current green block.
<Architect> Facing south, place a green block on both sides of the bottom green block.
<Architect> Facing south, place one purple block to the left of the existent purple tower and one purple block in front of the tower.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 10], [1, 1, 1], 'skyeast', 'green' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [1, 10, 10], [1, 1, 1], 'skyeast', 'green' && [0, 9, 10], [1, 1, 1], 'skyeast', 'green' && [0, 10, 9], [1, 1, 1], 'skyeast', 'green' && [0, 0, 9], [1, 1, 1], 'skyeast', 'purple' && [0, 1, 10], [1, 1, 1], 'skyeast', 'purple'"
271,"<Architect> Place two red blocks in a row from left to right, then leave one square empty and place another two red blocks in the same way.","[0, 5, 5], [1, 1, 2], 'eastsky', 'red' && [0, 8, 5], [1, 1, 2], 'eastsky', 'red'"
272,"<Architect> Facing North, Move to 3X6th position from the left. Build a Red block.
<Builder> What does ""3X6th position"" mean??? From what direction? Please be more specific.
<Architect> Take the position as facing North direction, then Move from the left hand side count 3rd column and 6th row position and the Build a Red block.
<Architect> Facing north, build a 5 blocks long red line, from left to right, starting from the left edge of the grid.","[0, 5, 5], [1, 1, 5], 'eastsky', 'red'"
273,"<Architect> Facing North, Move to 3X6th position from the left. Build a Red block.
<Builder> What does ""3X6th position"" mean??? From what direction? Please be more specific.
<Architect> Take the position as facing North direction, then Move from the left hand side count 3rd column and 6th row position and the Build a Red block.
<Architect> Facing north, build a 5 blocks long red line, from left to right, starting from the left edge of the grid.
<Architect> Facing north, break the middle block of the line, then place a 3 blocks long red line on top of the existing one, from left to right, starting on the 2nd red block from the left.","[0, 5, 5], [1, 1, 5], 'eastsky', 'red' && [1, 1, 5], [1, 1, 3], 'eastsky', 'red'"
274,"<Architect> Facing north, build a 5 blocks long red line from left to right starting at the left edge of the grid.","[0, 5, 5], [1, 1, 5], 'eastsky', 'red'"
275,"<Architect> Facing north, build a 5 blocks long red line from left to right starting at the left edge of the grid.
<Architect> Facing north, break the middle red block, then place a 3 blocks long red line on top of the existing one, starting on the second red block from the left.","[0, 5, 5], [1, 1, 5], 'eastsky', 'red' && [1, 1, 5], [1, 1, 3], 'eastsky', 'red'"
276,"<Architect> Facing north, build a 5 blocks long red line from left to right starting at the left edge of the grid.
<Architect> Facing north, break the middle red block, then place a 3 blocks long red line on top of the existing one, starting on the second red block from the left.
<Architect> Facing WEST, place 3 blue blocks to the left of the bottom red block closest to you.","[0, 5, 5], [1, 1, 5], 'eastsky', 'red' && [1, 1, 5], [1, 1, 3], 'eastsky', 'red' && [0, 4, 6], [1, 1, 3], 'eastsouth', 'blue'"
277,"<Architect> Facing north, build a 5 blocks long red line from left to right starting at the left edge of the grid.
<Architect> Facing north, break the middle red block, then place a 3 blocks long red line on top of the existing one, starting on the second red block from the left.
<Architect> Facing WEST, place 3 blue blocks to the left of the bottom red block closest to you.
<Architect> Facing north place a blue block on top of each existing blue block.","[0, 5, 5], [1, 1, 5], 'eastsky', 'red' && [1, 1, 5], [1, 1, 3], 'eastsky', 'red' && [0, 4, 6], [1, 1, 3], 'eastsouth', 'blue' && [1, 4, 6], [1, 1, 3], 'eastsouth', 'blue'"
278,"<Architect> Facing north, build a 5 blocks long red line from left to right starting at the left edge of the grid.
<Architect> Facing north, break the middle red block, then place a 3 blocks long red line on top of the existing one, starting on the second red block from the left.
<Architect> Facing WEST, place 3 blue blocks to the left of the bottom red block closest to you.
<Architect> Facing north place a blue block on top of each existing blue block.
<Architect> Facing WEST, break the middle blue block of the top row, then place a blue block to the left of the leftmost blue block and another one to the right of the rightmost blue block OF THE TOP ROW.","[0, 5, 5], [1, 1, 5], 'eastsky', 'red' && [1, 1, 5], [1, 1, 3], 'eastsky', 'red' && [0, 4, 6], [1, 1, 3], 'eastsouth', 'blue' && [1, 4, 6], [1, 1, 3], 'eastsouth', 'blue' && [1, 4, 5], [1, 1, 1], 'skyeast', 'blue' && [1, 4, 9], [1, 1, 1], 'skyeast', 'blue'"
279,"<Architect> Facing east build a red block in the 3rd place
<Builder> Third from the top or from the side?
<Architect> Sorry, that was an awful instruction. On the sixth row from the north, build a red block on the third space from the west.","[0, 5, 5], [1, 1, 1], 'skyeast', 'red'"
280,"<Architect> Facing north, place 5 red blocks, from left to right, starting at the left edge of the grid, then break the middle block.","[0, 5, 5], [1, 1, 2], 'eastsky', 'red' && [0, 8, 5], [1, 1, 2], 'eastsky', 'red'"
281,"<Architect> Facing north, place 5 red blocks, from left to right, starting at the left edge of the grid, then break the middle block.
<Architect> Place a blue block on top of the first red block on the left.","[0, 5, 5], [1, 1, 2], 'eastsky', 'red' && [0, 8, 5], [1, 1, 2], 'eastsky', 'red' && [1, 0, 4], [1, 1, 1], 'skyeast', 'blue'"
