,Unnamed: 0,Unnamed: 0.1,description,subtasks,rebuilded
295,295,295,"<Architect> In the exact center of the grid, build a tower of 2 red blocks.
<Architect> Facing south, Build a red block at the left of the bottom red block.
<Architect> Facing south, Build 2 red blocks at right side of the top side red block (side by side).","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 3, 5, 3 && 1, 4, 5, 3 && 1, 5, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 3, 5, 3), (1, 4, 5, 3), (1, 5, 5, 3)]"
296,296,296,"<Architect> In the exact center of the grid, build a tower of 2 red blocks.
<Architect> Facing south, Build a red block at the left of the bottom red block.
<Architect> Facing south, Build 2 red blocks at right side of the top side red block (side by side).
<Architect> Facing South, Build 2 red blocks at bottom of the right most red block (side by side towards right)","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3)]"
297,297,297,"<Architect> In the exact center of the grid, build a tower of 2 red blocks.
<Architect> Facing south, Build a red block at the left of the bottom red block.
<Architect> Facing south, Build 2 red blocks at right side of the top side red block (side by side).
<Architect> Facing South, Build 2 red blocks at bottom of the right most red block (side by side towards right)
<Architect> Facing west, place 3 blue blocks to the left of the red block closest to you.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 0, 9, 6, 1 && 0, 9, 7, 1 && 0, 9, 8, 1 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (0, 9, 6, 1), (0, 9, 7, 1), (0, 9, 8, 1), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3)]"
298,298,298,"<Architect> In the exact center of the grid, build a tower of 2 red blocks.
<Architect> Facing south, Build a red block at the left of the bottom red block.
<Architect> Facing south, Build 2 red blocks at right side of the top side red block (side by side).
<Architect> Facing South, Build 2 red blocks at bottom of the right most red block (side by side towards right)
<Architect> Facing west, place 3 blue blocks to the left of the red block closest to you.
<Architect> Facing West, Build a blue block on top of the left most blue block.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 0, 9, 6, 1 && 0, 9, 7, 1 && 0, 9, 8, 1 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3 && 1, 9, 8, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (0, 9, 6, 1), (0, 9, 7, 1), (0, 9, 8, 1), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3), (1, 9, 8, 1)]"
299,299,299,"<Architect> In the exact center of the grid, build a tower of 2 red blocks.
<Architect> Facing south, Build a red block at the left of the bottom red block.
<Architect> Facing south, Build 2 red blocks at right side of the top side red block (side by side).
<Architect> Facing South, Build 2 red blocks at bottom of the right most red block (side by side towards right)
<Architect> Facing west, place 3 blue blocks to the left of the red block closest to you.
<Architect> Facing West, Build a blue block on top of the left most blue block.
<Architect> Facing South, Build a blue block on top of the left most red block.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 0, 9, 6, 1 && 0, 9, 7, 1 && 0, 9, 8, 1 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3 && 1, 9, 5, 1 && 1, 9, 8, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (0, 9, 6, 1), (0, 9, 7, 1), (0, 9, 8, 1), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3), (1, 9, 5, 1), (1, 9, 8, 1)]"
300,300,300,"<Architect> In the exact center of the grid, build a tower of 2 red blocks.
<Architect> Facing south, Build a red block at the left of the bottom red block.
<Architect> Facing south, Build 2 red blocks at right side of the top side red block (side by side).
<Architect> Facing South, Build 2 red blocks at bottom of the right most red block (side by side towards right)
<Architect> Facing west, place 3 blue blocks to the left of the red block closest to you.
<Architect> Facing West, Build a blue block on top of the left most blue block.
<Architect> Facing South, Build a blue block on top of the left most red block.
<Architect> Facing west, place a blue block to the left of both existing blue blocks on the top row.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 0, 9, 6, 1 && 0, 9, 7, 1 && 0, 9, 8, 1 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3 && 1, 9, 5, 1 && 1, 9, 6, 1 && 1, 9, 8, 1 && 1, 9, 9, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (0, 9, 6, 1), (0, 9, 7, 1), (0, 9, 8, 1), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3), (1, 9, 5, 1), (1, 9, 6, 1), (1, 9, 8, 1), (1, 9, 9, 1)]"
301,301,301,"<Architect> Facing north, build a tower of 2 red blocks, in the middle of the map","0, 5, 5, 3 && 1, 5, 5, 3","[(0, 5, 5, 3), (1, 5, 5, 3)]"
302,302,302,"<Architect> Facing north, place 2 red blocks from left to right on the left edge of the grid.","0, 5, 5, 3 && 0, 6, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3)]"
303,303,303,"<Architect> Facing north, place 2 red blocks from left to right on the left edge of the grid.
<Architect> Facing north, place a red block on top of the right red block, then place two blocks to the right of that one.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3)]"
304,304,304,"<Architect> Facing north, place 2 red blocks from left to right on the left edge of the grid.
<Architect> Facing north, place a red block on top of the right red block, then place two blocks to the right of that one.
<Architect> Facing north, place a block below the rightmost red block, then place a red block to the right of that.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3)]"
305,305,305,"<Architect> Facing north, place 2 red blocks from left to right on the left edge of the grid.
<Architect> Facing north, place a red block on top of the right red block, then place two blocks to the right of that one.
<Architect> Facing north, place a block below the rightmost red block, then place a red block to the right of that.
<Architect> Facing north, place a blue block on top of the rightmost red block.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3 && 1, 9, 5, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3), (1, 9, 5, 1)]"
306,306,306,"<Architect> Facing north, place 2 red blocks from left to right on the left edge of the grid.
<Architect> Facing north, place a red block on top of the right red block, then place two blocks to the right of that one.
<Architect> Facing north, place a block below the rightmost red block, then place a red block to the right of that.
<Architect> Facing north, place a blue block on top of the rightmost red block.
<Architect> Facing west, place a blue block to the left of the existing blue block.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3 && 1, 9, 5, 1 && 1, 9, 6, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3), (1, 9, 5, 1), (1, 9, 6, 1)]"
307,307,307,"<Architect> Facing north, place 2 red blocks from left to right on the left edge of the grid.
<Architect> Facing north, place a red block on top of the right red block, then place two blocks to the right of that one.
<Architect> Facing north, place a block below the rightmost red block, then place a red block to the right of that.
<Architect> Facing north, place a blue block on top of the rightmost red block.
<Architect> Facing west, place a blue block to the left of the existing blue block.
<Architect> Facing west, place a block below the leftmost blue block, then place two blue blocks to the left of that.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 0, 9, 6, 1 && 0, 9, 7, 1 && 0, 9, 8, 1 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3 && 1, 9, 5, 1 && 1, 9, 6, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (0, 9, 6, 1), (0, 9, 7, 1), (0, 9, 8, 1), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3), (1, 9, 5, 1), (1, 9, 6, 1)]"
308,308,308,"<Architect> Facing north, place 2 red blocks from left to right on the left edge of the grid.
<Architect> Facing north, place a red block on top of the right red block, then place two blocks to the right of that one.
<Architect> Facing north, place a block below the rightmost red block, then place a red block to the right of that.
<Architect> Facing north, place a blue block on top of the rightmost red block.
<Architect> Facing west, place a blue block to the left of the existing blue block.
<Architect> Facing west, place a block below the leftmost blue block, then place two blue blocks to the left of that.
<Architect> Facing west, place a blue block on top of the leftmost blue block, then place another one to the left of that.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 0, 9, 6, 1 && 0, 9, 7, 1 && 0, 9, 8, 1 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3 && 1, 9, 5, 1 && 1, 9, 6, 1 && 1, 9, 8, 1 && 1, 9, 9, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (0, 9, 6, 1), (0, 9, 7, 1), (0, 9, 8, 1), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3), (1, 9, 5, 1), (1, 9, 6, 1), (1, 9, 8, 1), (1, 9, 9, 1)]"
309,309,309,<Architect> Build a column of 5 purple blocks,"0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 3, 5, 5, 5 && 4, 5, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (3, 5, 5, 5), (4, 5, 5, 5)]"
310,310,310,<Architect> Stack 5 purple blocks on top of one another,"0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 3, 5, 5, 5 && 4, 5, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (3, 5, 5, 5), (4, 5, 5, 5)]"
311,311,311,"<Architect> Stack 5 purple blocks on top of one another
<Architect> Make a stack of 5 purple blocks","0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 3, 5, 5, 5 && 4, 5, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (3, 5, 5, 5), (4, 5, 5, 5)]"
312,312,312,"<Architect> Stack 5 purple blocks on top of one another
<Architect> Make a stack of 5 purple blocks
<Architect> Place 4 purple blocks to the right of the top most purple block, in a row","0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 3, 5, 5, 5 && 4, 5, 5, 5 && 4, 6, 5, 5 && 4, 7, 5, 5 && 4, 8, 5, 5 && 4, 9, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (3, 5, 5, 5), (4, 5, 5, 5), (4, 6, 5, 5), (4, 7, 5, 5), (4, 8, 5, 5), (4, 9, 5, 5)]"
313,313,313,"<Architect> Stack 5 purple blocks on top of one another
<Architect> Make a stack of 5 purple blocks
<Architect> Place 4 purple blocks to the right of the top most purple block, in a row
<Architect> place a purple block above and below the high purple block 1 to the left of the eastmost high block","0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 3, 5, 5, 5 && 3, 8, 5, 5 && 4, 5, 5, 5 && 4, 6, 5, 5 && 4, 7, 5, 5 && 4, 8, 5, 5 && 4, 9, 5, 5 && 5, 8, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (3, 5, 5, 5), (3, 8, 5, 5), (4, 5, 5, 5), (4, 6, 5, 5), (4, 7, 5, 5), (4, 8, 5, 5), (4, 9, 5, 5), (5, 8, 5, 5)]"
314,314,314,"<Architect> Stack 5 purple blocks on top of one another
<Architect> Make a stack of 5 purple blocks
<Architect> Place 4 purple blocks to the right of the top most purple block, in a row
<Architect> place a purple block above and below the high purple block 1 to the left of the eastmost high block
<Architect> place a purple block 2 east and 3 levels up from the base of the purple stack","0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5 && 3, 5, 5, 5 && 3, 8, 5, 5 && 4, 5, 5, 5 && 4, 6, 5, 5 && 4, 7, 5, 5 && 4, 8, 5, 5 && 4, 9, 5, 5 && 5, 8, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5), (3, 5, 5, 5), (3, 8, 5, 5), (4, 5, 5, 5), (4, 6, 5, 5), (4, 7, 5, 5), (4, 8, 5, 5), (4, 9, 5, 5), (5, 8, 5, 5)]"
315,315,315,"<Architect> Stack 5 purple blocks on top of one another
<Architect> Make a stack of 5 purple blocks
<Architect> Place 4 purple blocks to the right of the top most purple block, in a row
<Architect> place a purple block above and below the high purple block 1 to the left of the eastmost high block
<Architect> place a purple block 2 east and 3 levels up from the base of the purple stack
<Architect> facing south put a blue box diagonal to the right of the upper most block.","0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5 && 3, 5, 5, 5 && 3, 8, 5, 5 && 4, 5, 5, 5 && 4, 6, 5, 5 && 4, 7, 5, 5 && 4, 8, 5, 5 && 4, 9, 5, 5 && 5, 8, 5, 5 && 6, 7, 5, 1","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5), (3, 5, 5, 5), (3, 8, 5, 5), (4, 5, 5, 5), (4, 6, 5, 5), (4, 7, 5, 5), (4, 8, 5, 5), (4, 9, 5, 5), (5, 8, 5, 5), (6, 7, 5, 1)]"
316,316,316,"<Architect> Stack 5 purple blocks on top of one another
<Architect> Make a stack of 5 purple blocks
<Architect> Place 4 purple blocks to the right of the top most purple block, in a row
<Architect> place a purple block above and below the high purple block 1 to the left of the eastmost high block
<Architect> place a purple block 2 east and 3 levels up from the base of the purple stack
<Architect> facing south put a blue box diagonal to the right of the upper most block.
<Architect> Replace the blue box with a purple box.","0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5 && 3, 5, 5, 5 && 3, 8, 5, 5 && 4, 5, 5, 5 && 4, 6, 5, 5 && 4, 7, 5, 5 && 4, 8, 5, 5 && 4, 9, 5, 5 && 5, 8, 5, 5 && 6, 7, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5), (3, 5, 5, 5), (3, 8, 5, 5), (4, 5, 5, 5), (4, 6, 5, 5), (4, 7, 5, 5), (4, 8, 5, 5), (4, 9, 5, 5), (5, 8, 5, 5), (6, 7, 5, 5)]"
317,317,317,<Architect> Stack 5 purple blocks in the middle of the grid.,"0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 3, 5, 5, 5 && 4, 5, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (3, 5, 5, 5), (4, 5, 5, 5)]"
318,318,318,"<Architect> Stack 5 purple blocks in the middle of the grid.
<Architect> Facing north, place 4 purple blocks to the right of the top block of the purple tower.","0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 3, 5, 5, 5 && 4, 5, 5, 5 && 4, 6, 5, 5 && 4, 7, 5, 5 && 4, 8, 5, 5 && 4, 9, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (3, 5, 5, 5), (4, 5, 5, 5), (4, 6, 5, 5), (4, 7, 5, 5), (4, 8, 5, 5), (4, 9, 5, 5)]"
319,319,319,"<Architect> Stack 5 purple blocks in the middle of the grid.
<Architect> Facing north, place 4 purple blocks to the right of the top block of the purple tower.
<Architect> Facing north, stack 2 purple blocks above and below the 2nd purple block from the right.","0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 2, 8, 5, 5 && 3, 5, 5, 5 && 3, 8, 5, 5 && 4, 5, 5, 5 && 4, 6, 5, 5 && 4, 7, 5, 5 && 4, 8, 5, 5 && 4, 9, 5, 5 && 5, 8, 5, 5 && 6, 8, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (2, 8, 5, 5), (3, 5, 5, 5), (3, 8, 5, 5), (4, 5, 5, 5), (4, 6, 5, 5), (4, 7, 5, 5), (4, 8, 5, 5), (4, 9, 5, 5), (5, 8, 5, 5), (6, 8, 5, 5)]"
320,320,320,<Architect> Build a column of 5 purple blocks.,"0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 3, 5, 5, 5 && 4, 5, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (3, 5, 5, 5), (4, 5, 5, 5)]"
321,321,321,"<Architect> Build a column of 5 purple blocks.
<Architect> Facing North, place 4 purple blocks to the right of the top purple block of the existing tower.","0, 5, 5, 5 && 0, 6, 5, 5 && 0, 7, 5, 5 && 0, 8, 5, 5 && 0, 9, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 3, 5, 5, 5 && 4, 5, 5, 5","[(0, 5, 5, 5), (0, 6, 5, 5), (0, 7, 5, 5), (0, 8, 5, 5), (0, 9, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (3, 5, 5, 5), (4, 5, 5, 5)]"
322,322,322,"<Architect> Build a column of 5 purple blocks.
<Architect> Facing North, place 4 purple blocks to the right of the top purple block of the existing tower.
<Architect> Break every block on the horizontal line, except for the one that's the bottom of the tower;
Place 4 purple blocks to the right of the TOP purple block.","0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 3, 5, 5, 5 && 4, 5, 5, 5 && 4, 6, 5, 5 && 4, 7, 5, 5 && 4, 8, 5, 5 && 4, 9, 5, 5 && 4, 10, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (3, 5, 5, 5), (4, 5, 5, 5), (4, 6, 5, 5), (4, 7, 5, 5), (4, 8, 5, 5), (4, 9, 5, 5), (4, 10, 5, 5)]"
323,323,323,"<Architect> Build a column of 5 purple blocks.
<Architect> Facing North, place 4 purple blocks to the right of the top purple block of the existing tower.
<Architect> Break every block on the horizontal line, except for the one that's the bottom of the tower;
Place 4 purple blocks to the right of the TOP purple block.
<Architect> Place a purple block on top and below the fourth purple block on the line.","0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5 && 3, 5, 5, 5 && 3, 9, 5, 5 && 4, 5, 5, 5 && 4, 6, 5, 5 && 4, 7, 5, 5 && 4, 8, 5, 5 && 4, 9, 5, 5 && 4, 10, 5, 5 && 5, 9, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5), (3, 5, 5, 5), (3, 9, 5, 5), (4, 5, 5, 5), (4, 6, 5, 5), (4, 7, 5, 5), (4, 8, 5, 5), (4, 9, 5, 5), (4, 10, 5, 5), (5, 9, 5, 5)]"
